product_id,sku,name,brand_id,brand_name,category_id,category_name,price,list_price,discount,discount_rate,short_description,specifications,seller_id,seller_sku,seller_name,inventory_status,thumbnail_url,product_url,url_path,rating_from_detail,review_count_from_detail
279116145,5606379920649,1 gói Diệt chuột dạng viên Hợp Trí Storm 0.005% gói 20 viên,150490,Hợp Trí,67954.0,Chế phẩm diệt côn trùng,32000,32000,0,0,"Cảm ơn anh/chị đã lựa chọn cửa hàng vật tư nông nghiệp Khuya HÌNH ẢNH MANG TÍNH MINH HỌA, TÙY LÔ SẼ CÓ MẪU KHÁC NHAU, KHÁCH CẦN XEM MẪU CHÍNH XÁC TẠI THỜI ĐIỂM ĐẶT HÀNG VUI LÒNG LIÊN HỆ SHOP TRƯỚC ...","Thương hiệu: Hợp Trí; Xuất xứ thương hiệu: Việt Nam; Chất liệu: Dạng viên ; Hướng dẫn bảo quản: Bảo quản th diệt chuột STORM nơi khô, mát, xa nguồn lương thực, thực phẩm, thức ăn gia súc; xa tầm với của trẻ em. Đề phòng ngộ độc: Không đặt th diệt chuột STORM ở những nơi trẻ em, súc vật có thể đến gần. Tiêu hủy, chôn vùi xác chuột chết và các bả STORM còn sót lại. Xử lý khi nhiễm phải th: Nếu nuốt phải: đưa nạn nhân đến bác sĩ ngay kèm theo nhãn sản phẩm. Gây ói tức thời bằng cách móc họng, không được gây ói khi nạn nhân bị bất tỉnh. ; Hướng dẫn sử dụng: CÁCH LẤY VIÊN STORM RA KHỎI TÚI ĐÚNG CÁCH Dùng kéo cắt góc túi Rắc viên thuốc ra khỏi túi (tránh để tay chạm vào viên) Đeo găng tay khi cầm viên thuốc CÁCH SỬ DỤNG TH DIỆT CHUỘT STORM TRÊN RUỘNG LÚA, RUỘNG KHÓM Nơi đặt: bụi rậm xung quanh bờ, miệng hang, dọc đường chuột chạy mép bờ, chỗ chuột cắn phá Cách đặt: đặt viên thuốc giữa 2 lớp trấu, hoặc cho vào túi xốp, 1 túi cho mỗi điểm đặt bả. Nếu ruộng có nước phải tạo 1 mô đất và đặt th cách mặt nước tối thiểu 3 – 5 cm. Lượng th: Khoảng 5-10 mét đặt 1-2 viên Chuột ít đặt 30 – 60 viên/ ha (100g – 200g); Chuột nhiều đặt 100 – 150 viên/ha (400 – 600g). Sau 7 ngày kiểm tra nếu còn chuột thì đặt tiếp (lần 2 đặt ít hơn lần đầu). CÁCH SỬ DỤNG TH DIỆT CHUỘT STORM TRÊN VƯỜN CÂY ĂN QUẢ Nơi đặt: gốc cây, bụi cây, hang chuột giữa vườn Cách đặt: đặt trực tiếp, gói giấy báo, bỏ vô túi xốp Lượng th: tùy lượng chuột và số lượng cây trồng, thông thường từ 1-2 viên cho mỗi 5-10 mét CÁCH SỬ DỤNG TH DIỆT CHUỘT STORM TẠI NHÀ Ở Cách đặt: Đặt túi Storm tại góc nhà, góc bếp, mái nhà, trần nhà nơi có ống nước, chân tường phía ngoài, sân vườn nơi có hang chuột, và những nơi chuột hay lui tới. Lượng th: tùy lượng chuột và số lượng phòng trong nhà/ trang trại, thông thường từ 1-2 viên cho mỗi 5-10 mé ; Xuất xứ (Made in): Việt Nam; Sản phẩm có được bảo hành không?: Không",77737.0,1831551341333.0,Cửa hàng vật tư nông nghiệp Khuya,available,https://salt.tikicdn.com/cache/280x280/ts/product/03/4f/2d/653c61f3f5c0175d2ee4cb6502f94998.png,https://tiki.vn/1-goi-diet-chuot-dang-vien-hop-tri-storm-0-005-goi-20-vien-p279116145.html?spid=279116146,1-goi-diet-chuot-dang-vien-hop-tri-storm-0-005-goi-20-vien-p279116145.html?spid=279116146,5.0,2
278731507,9027368094727,"Nồi phủ sứ chống dính Elmich Olive Classic EL5533OV size 16,18,20cm - Hàng chính hãng",31627,Elmich,68059.0,Nồi lẻ,338000,719000,381000,53,"Câu Chuyện Sản PhẩmOlive – biểu tượng của sự trường tồn và sức khỏe, luôn gắn liền với chiều dài lịch sử và truyền thống văn hóa của người dân Địa Trung Hải. Qua hàng thế kỷ, olive không chỉ là một...",Thương hiệu: Elmich; Xuất xứ thương hiệu: Cộng Hòa Séc; Dung tích: 16-20cm; Chất liệu nồi & chảo: Nhôm; Kích thước: Dưới 20 cm; Sử dụng cho bếp: Mọi loại bếp; Nắp nồi: Có nắp; Xuất xứ (Made in): Việt Nam; Loại nồi chảo: Nồi; Độ dày: Không; Sản phẩm có được bảo hành không?: Có; Hình thức bảo hành: Phiếu bảo hành; Thời gian bảo hành: 24 Tháng,1.0,3725190880763.0,Tiki Trading,available,https://salt.tikicdn.com/cache/280x280/ts/product/2c/eb/2a/b86a2013faaa9273ddd72bfdb9f3daed.jpg,https://tiki.vn/noi-phu-su-chong-dinh-elmich-olive-classic-el5533ov-size-16-18-20cm-hang-chinh-hang-p278731507.html?spid=278731513,noi-phu-su-chong-dinh-elmich-olive-classic-el5533ov-size-16-18-20cm-hang-chinh-hang-p278731507.html?spid=278731513,0.0,0
278450191,6245684121491,Bình giữ nhiệt LocknLock Bucket One-Touch LHC3345 có quai dung tích 550ml thép không gỉ - 3 màu,48077,LocknLock,1936.0,Bình giữ nhiệt,325600,592000,266400,45,Bình giữ nhiệt LocknLock Bucket One-Touch LHC3345 có quai dung tích 550ml thép không gỉ - 3 màuXuất xứ: Trung QuốcCấu tạo: Thân cốc: Bên trong: thép không gỉ 304; bên ngoài: thép không gỉ SUS304; Nắ...,Thương hiệu: LocknLock; Xuất xứ thương hiệu: Hàn Quốc; Xuất xứ (Made in): Trung Quốc; Sản phẩm có được bảo hành không?: Không,1.0,8316509865629.0,Tiki Trading,available,https://salt.tikicdn.com/cache/280x280/ts/product/7e/ff/e5/14d3f882ec1a63951a0938d39a8c5c0b.jpg,https://tiki.vn/binh-giu-nhiet-locknlock-bucket-one-touch-lhc3345-co-quai-dung-tich-550ml-thep-khong-gi-3-mau-p278450191.html?spid=278450193,binh-giu-nhiet-locknlock-bucket-one-touch-lhc3345-co-quai-dung-tich-550ml-thep-khong-gi-3-mau-p278450191.html?spid=278450193,5.0,3
277821906,2991022407333,Hộp cơm 2 tầng inox 304 Elmich EL8381 dung tích 1.3L - Hàng chính hãng,31627,Elmich,2.0,Root,294000,625000,331000,53,"Thông tin sản phẩm Chất liệu cao cấp: Inox 304 an toàn cho sức khỏe, chống oxy hóa, đảm bảo vệ sinh.Thiết kế thông minh: Hộp cơm 2 tầng với nắp phụ tích hợp nút thoát hơi, ngăn chia đôi, giúp bạn ...",Thương hiệu: Elmich; Xuất xứ thương hiệu: Czech Republic; Chất liệu: Mô tả; Xuất xứ (Made in): Việt Nam; Sản phẩm có được bảo hành không?: Không,1.0,8108968306325.0,Tiki Trading,available,https://salt.tikicdn.com/cache/280x280/ts/product/0c/77/65/ffedcd9517db730294617dccd12f7a4c.jpg,https://tiki.vn/hop-com-2-tang-inox-304-elmich-el8381-dung-tich-1-3l-hang-chinh-hang-p277821906.html?spid=277821910,hop-com-2-tang-inox-304-elmich-el8381-dung-tich-1-3l-hang-chinh-hang-p277821906.html?spid=277821910,5.0,5
277776638,8352802271351,Chảo chống dính Elmich EL5972,31627,Elmich,1984.0,Chảo chiên,167400,388000,220600,57,"Câu Chuyện Sản Phẩm Mỗi bữa cơm không chỉ là món ăn mà còn là cách bạn chăm sóc sức khỏe và yêu thương gia đình. Với chảo chống dính Elmich, bạn hoàn toàn yên tâm nhờ chất liệu chống dính cao cấp,...",Thương hiệu: Elmich; Xuất xứ thương hiệu: Czech Republic; Chất liệu nồi & chảo: Nhôm; Kích thước: Bộ sản phẩm; Sử dụng cho bếp: Mọi loại bếp; Nắp nồi: Không có nắp; Xuất xứ (Made in): Việt Nam; Loại nồi chảo: Chảo chiên; Độ dày: 2.4mm; Sản phẩm có được bảo hành không?: Có; Hình thức bảo hành: Phiếu bảo hành; Thời gian bảo hành: 24 Tháng,1.0,2052288039950.0,Tiki Trading,available,https://salt.tikicdn.com/cache/280x280/ts/product/4b/00/0a/343b6f4e0d05a77075511f1766d1465f.jpg,https://tiki.vn/chao-chong-dinh-elmich-el5972-p277776638.html?spid=277776822,chao-chong-dinh-elmich-el5972-p277776638.html?spid=277776822,4.1,8
277740559,3998150970794,Bình giữ nhiệt inox 304 Elmich EL8382 dung tích 810ml,31627,Elmich,1936.0,Bình giữ nhiệt,295000,627000,332000,53,"1. Thiết kế thời trang, màu sắc trẻ trung phù hợp với cả hai nam và nữ.2. Chất liệu inox 304 an toàn cho sức khỏe3. Dung tích lớn, phù hợp nhu cầu sử dụng.4. Cách nhiệt tuyệt đối bằng chân không.5...",Thương hiệu: Elmich; Xuất xứ thương hiệu: Czech Republic; Xuất xứ (Made in): Trung Quốc; Sản phẩm có được bảo hành không?: Có; Hình thức bảo hành: Phiếu bảo hành; Thời gian bảo hành: 6 Tháng,1.0,9667690144152.0,Tiki Trading,available,https://salt.tikicdn.com/cache/280x280/ts/product/ab/c8/91/516e284311870ca152b541db15a16c4f.jpg,https://tiki.vn/binh-giu-nhiet-inox-304-elmich-el8382-dung-tich-810ml-p277740559.html?spid=277740564,binh-giu-nhiet-inox-304-elmich-el8382-dung-tich-810ml-p277740559.html?spid=277740564,2.0,1
277585447,1453601713091,Chảo inox 304 đa lớp cao cấp SUNHOUSE IN20-24-26M6E - 3 lớp nguyên khối - Cán rỗng hạn chế bỏng,41048,Sunhouse,1984.0,Chảo chiên,284000,986000,702000,71,"Đặc điểm nổi bậtKết cấu inox liền khối siêu bền bỉ, chống phòng đáyChất liệu Inox cao cấp an toàn sức khỏe, không han gỉDễ dàng tạo lớp chống dính tự nhiên, chiên xào thuận tiệnBắt từ siêu nhạy tiết ...",Thương hiệu: Sunhouse; Xuất xứ thương hiệu: Việt Nam; Chất liệu nồi & chảo: inox; Kích thước: 20 - 28cm; Sử dụng cho bếp: Mọi loại bếp; Nắp nồi: Không có nắp; Xuất xứ (Made in): Việt Nam; Loại nồi chảo: Chảo chiên; Độ dày: Không; Sản phẩm có được bảo hành không?: Có; Hình thức bảo hành: Điện tử; Thời gian bảo hành: 12 Tháng,1.0,6007352058988.0,Tiki Trading,available,https://salt.tikicdn.com/cache/280x280/ts/product/74/9a/3f/4adf674ba49d705faf7e8d769bff6781.jpg,https://tiki.vn/chao-inox-304-da-lop-cao-cap-sunhouse-in20-24-26m6e-3-lop-nguyen-khoi-can-rong-han-che-bong-p277585447.html?spid=277597860,chao-inox-304-da-lop-cao-cap-sunhouse-in20-24-26m6e-3-lop-nguyen-khoi-can-rong-han-che-bong-p277585447.html?spid=277597860,0.0,0
276120162,6573230323198,Bình giữ nhiệt METRO CAFE TUMBLER LocknLock LHC4359 - Dung tích 650ml,48077,LocknLock,1936.0,Bình giữ nhiệt,424050,771000,346950,45,"Đặc điểm sản phẩmMàu sắc đa dạng phù hợp với phong cách riêng của bạn Sử dụng hợp vệ sinh, giữ được trọn vẹn hương vị các loại thức uống, giảm tối đa sự ố màu bên trong bình. Dễ dàng thêm đá viên ...","Thương hiệu: LocknLock; Xuất xứ thương hiệu: Hàn Quốc; Chất liệu: Thân cốc: bên trong: thép không gỉ 304 phủ sứ, bên ngoài: thép không gỉ SUS304; Nắp: nhựa tritan, PP; Gioăng & miếng lót đế: Silicone; Model: LHC4359; Khả năng giữ nhiệt: ""- Giữ nóng: ~4 tiếng (trên 600C) - Giữ lạnh: ~15 tiếng (dưới 110C) ""; Xuất xứ (Made in): Trung Quốc; Sản phẩm có được bảo hành không?: Không",1.0,3695948846878.0,Tiki Trading,available,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/40/0d/1d/e5477f5b428f6807c69f2ea3594e71a9.jpg,https://tiki.vn/binh-giu-nhiet-metro-cafe-tumbler-locknlock-lhc4359-dung-tich-650ml-p276120162.html?spid=276125658,binh-giu-nhiet-metro-cafe-tumbler-locknlock-lhc4359-dung-tich-650ml-p276120162.html?spid=276125658,5.0,30
276018795,5347565910820,Hộp đựng thực phẩm bằng thép không gỉ LocknLock Color Coated STS Container nhiều dung tích,48077,LocknLock,1883.0,Nhà Cửa - Đời Sống,136500,210000,73500,35,"Đặc điểm sản phẩmHộp đựng bằng thép không gỉ màu Xanh Nhạt và Hồng Pastel giúp căn bếp của bạn trở nên sáng sủa và thoải mái hơn.Không còn lo lắng về việc hộp đựng bị ố màu và rò rỉ mùi, hộp có độ ...",Sản phẩm có được bảo hành không?: Không; Thương hiệu: LocknLock; Xuất xứ thương hiệu: Hàn Quốc; Chất liệu: Thân: Thép không gỉ 304; Nắp: Nhựa PP; Gioăng: Silicone; Kích thước (Dài x Rộng x Cao): Nhiều dung tích; Xuất xứ (Made in): Trung Quốc,1.0,2029320202327.0,Tiki Trading,available,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/a5/aa/ef/a265784fe9eea26bb32fdd0bb2a516a3.jpg,https://tiki.vn/hop-dung-thuc-pham-bang-thep-khong-gi-locknlock-color-coated-sts-container-nhieu-dung-tich-p276018795.html?spid=276020515,hop-dung-thuc-pham-bang-thep-khong-gi-locknlock-color-coated-sts-container-nhieu-dung-tich-p276018795.html?spid=276020515,5.0,18
276018790,5689581930056,Ly nhựa 2 lớp LocknLock HAP538 Spring Double Wall Cold Cup - Dung tích 890ML - Kèm ống hút,48077,LocknLock,67840.0,"Ly, cốc nước",190300,346000,155700,45,"Đặc điểm sản phẩmHai cách uống: Tích hợp ống hút và nắp lật trong một sản phẩm, thiết kế này mang đến sự phù hợp cho nhiều loại đồ uống khác nhau.Tay cầm tiện lợi: Tay cầm cho phép bạn cầm nắm sản ...",Thương hiệu: LocknLock; Xuất xứ thương hiệu: Hàn Quốc; Chất liệu: Cup body: AS; Cap/Straw/filter: PP; Sealing ring: Silicone; Model: HAP538; Kích thước (Dài x Rộng x Cao): 890ml; Xuất xứ (Made in): Trung Quốc; Sản phẩm có được bảo hành không?: Không,1.0,4723854724105.0,Tiki Trading,available,https://salt.tikicdn.com/cache/280x280/ts/product/ff/00/e5/09e664ccd76635e6a3dff1361e6c85fe.jpg,https://tiki.vn/ly-nhua-2-lop-locknlock-hap538-spring-double-wall-cold-cup-dung-tich-890ml-kem-ong-hut-p276018790.html?spid=276021005,ly-nhua-2-lop-locknlock-hap538-spring-double-wall-cold-cup-dung-tich-890ml-kem-ong-hut-p276018790.html?spid=276021005,5.0,1
